path,season,competition,gameweek,scope,table,size
data/2025-2026/By Tournament/Champions League/GW10/average_positions.csv,2025-2026,Champions League,10.0,gameweek,average_positions,16000
data/2025-2026/By Tournament/Champions League/GW12/average_positions.csv,2025-2026,Champions League,12.0,gameweek,average_positions,15358
data/2025-2026/By Tournament/Champions League/GW15/average_positions.csv,2025-2026,Champions League,15.0,gameweek,average_positions,12568
data/2025-2026/By Tournament/Champions League/GW23/average_positions.csv,2025-2026,Champions League,23.0,gameweek,average_positions,14582
data/2025-2026/By Tournament/Champions League/GW24/average_positions.csv,2025-2026,Champions League,24.0,gameweek,average_positions,15451
data/2025-2026/By Tournament/Champions League/GW30/average_positions.csv,2025-2026,Champions League,30.0,gameweek,average_positions,7765
data/2025-2026/By Tournament/Champions League/GW36/average_positions.csv,2025-2026,Champions League,36.0,gameweek,average_positions,2686
data/2025-2026/By Tournament/Champions League/GW4/fixtures.csv,2025-2026,Champions League,4.0,gameweek,fixtures,4919
data/2025-2026/By Tournament/Champions League/GW6/fixtures.csv,2025-2026,Champions League,6.0,gameweek,fixtures,4900
data/2025-2026/By Tournament/Champions League/GW8/fixtures.csv,2025-2026,Champions League,8.0,gameweek,fixtures,4897
data/2025-2026/By Tournament/Champions League/GW10/fixtures.csv,2025-2026,Champions League,10.0,gameweek,fixtures,5540
data/2025-2026/By Tournament/Champions League/GW12/fixtures.csv,2025-2026,Champions League,12.0,gameweek,fixtures,5561
data/2025-2026/By Tournament/Champions League/GW15/fixtures.csv,2025-2026,Champions League,15.0,gameweek,fixtures,4936
data/2025-2026/By Tournament/Champions League/GW23/fixtures.csv,2025-2026,Champions League,23.0,gameweek,fixtures,5530
data/2025-2026/By Tournament/Champions League/GW24/fixtures.csv,2025-2026,Champions League,24.0,gameweek,fixtures,5564
data/2025-2026/By Tournament/Champions League/GW27/fixtures.csv,2025-2026,Champions League,27.0,gameweek,fixtures,2524
data/2025-2026/By Tournament/Champions League/GW28/fixtures.csv,2025-2026,Champions League,28.0,gameweek,fixtures,2522
data/2025-2026/By Tournament/Champions League/GW30/fixtures.csv,2025-2026,Champions League,30.0,gameweek,fixtures,5425
data/2025-2026/By Tournament/Champions League/GW31/fixtures.csv,2025-2026,Champions League,31.0,gameweek,fixtures,5365
data/2025-2026/By Tournament/Champions League/GW32/fixtures.csv,2025-2026,Champions League,32.0,gameweek,fixtures,3068
data/2025-2026/By Tournament/Champions League/GW33/fixtures.csv,2025-2026,Champions League,33.0,gameweek,fixtures,3080
data/2025-2026/By Tournament/Champions League/GW35/fixtures.csv,2025-2026,Champions League,35.0,gameweek,fixtures,2508
data/2025-2026/By Tournament/Champions League/GW36/fixtures.csv,2025-2026,Champions League,36.0,gameweek,fixtures,2541
data/2025-2026/By Tournament/Champions League/GW4/incidents.csv,2025-2026,Champions League,4.0,gameweek,incidents,9702
data/2025-2026/By Tournament/Champions League/GW6/incidents.csv,2025-2026,Champions League,6.0,gameweek,incidents,10405
data/2025-2026/By Tournament/Champions League/GW8/incidents.csv,2025-2026,Champions League,8.0,gameweek,incidents,9032
data/2025-2026/By Tournament/Champions League/GW10/incidents.csv,2025-2026,Champions League,10.0,gameweek,incidents,12241
data/2025-2026/By Tournament/Champions League/GW12/incidents.csv,2025-2026,Champions League,12.0,gameweek,incidents,11495
data/2025-2026/By Tournament/Champions League/GW15/incidents.csv,2025-2026,Champions League,15.0,gameweek,incidents,6879
data/2025-2026/By Tournament/Champions League/GW23/incidents.csv,2025-2026,Champions League,23.0,gameweek,incidents,7470
data/2025-2026/By Tournament/Champions League/GW24/incidents.csv,2025-2026,Champions League,24.0,gameweek,incidents,7583
data/2025-2026/By Tournament/Champions League/GW30/incidents.csv,2025-2026,Champions League,30.0,gameweek,incidents,5919
data/2025-2026/By Tournament/Champions League/GW36/incidents.csv,2025-2026,Champions League,36.0,gameweek,incidents,2078
data/2025-2026/By Tournament/Champions League/GW4/lineups.csv,2025-2026,Champions League,4.0,gameweek,lineups,21638
data/2025-2026/By Tournament/Champions League/GW6/lineups.csv,2025-2026,Champions League,6.0,gameweek,lineups,21058
data/2025-2026/By Tournament/Champions League/GW8/lineups.csv,2025-2026,Champions League,8.0,gameweek,lineups,21483
data/2025-2026/By Tournament/Champions League/GW10/lineups.csv,2025-2026,Champions League,10.0,gameweek,lineups,25764
data/2025-2026/By Tournament/Champions League/GW12/lineups.csv,2025-2026,Champions League,12.0,gameweek,lineups,25994
data/2025-2026/By Tournament/Champions League/GW15/lineups.csv,2025-2026,Champions League,15.0,gameweek,lineups,21105
data/2025-2026/By Tournament/Champions League/GW23/lineups.csv,2025-2026,Champions League,23.0,gameweek,lineups,25202
data/2025-2026/By Tournament/Champions League/GW24/lineups.csv,2025-2026,Champions League,24.0,gameweek,lineups,25491
data/2025-2026/By Tournament/Champions League/GW30/lineups.csv,2025-2026,Champions League,30.0,gameweek,lineups,13022
data/2025-2026/By Tournament/Champions League/GW36/lineups.csv,2025-2026,Champions League,36.0,gameweek,lineups,4278
data/2025-2026/By Tournament/Champions League/GW4/match_enrichment.csv,2025-2026,Champions League,4.0,gameweek,match_enrichment,525
data/2025-2026/By Tournament/Champions League/GW6/match_enrichment.csv,2025-2026,Champions League,6.0,gameweek,match_enrichment,524
data/2025-2026/By Tournament/Champions League/GW8/match_enrichment.csv,2025-2026,Champions League,8.0,gameweek,match_enrichment,521
data/2025-2026/By Tournament/Champions League/GW10/match_enrichment.csv,2025-2026,Champions League,10.0,gameweek,match_enrichment,614
data/2025-2026/By Tournament/Champions League/GW12/match_enrichment.csv,2025-2026,Champions League,12.0,gameweek,match_enrichment,618
data/2025-2026/By Tournament/Champions League/GW15/match_enrichment.csv,2025-2026,Champions League,15.0,gameweek,match_enrichment,520
data/2025-2026/By Tournament/Champions League/GW23/match_enrichment.csv,2025-2026,Champions League,23.0,gameweek,match_enrichment,600
data/2025-2026/By Tournament/Champions League/GW24/match_enrichment.csv,2025-2026,Champions League,24.0,gameweek,match_enrichment,615
data/2025-2026/By Tournament/Champions League/GW30/match_enrichment.csv,2025-2026,Champions League,30.0,gameweek,match_enrichment,372
data/2025-2026/By Tournament/Champions League/GW36/match_enrichment.csv,2025-2026,Champions League,36.0,gameweek,match_enrichment,213
data/2025-2026/By Tournament/Champions League/GW4/matches.csv,2025-2026,Champions League,4.0,gameweek,matches,4919
data/2025-2026/By Tournament/Champions League/GW6/matches.csv,2025-2026,Champions League,6.0,gameweek,matches,4900
data/2025-2026/By Tournament/Champions League/GW8/matches.csv,2025-2026,Champions League,8.0,gameweek,matches,4897
data/2025-2026/By Tournament/Champions League/GW10/matches.csv,2025-2026,Champions League,10.0,gameweek,matches,5540
data/2025-2026/By Tournament/Champions League/GW12/matches.csv,2025-2026,Champions League,12.0,gameweek,matches,5561
data/2025-2026/By Tournament/Champions League/GW15/matches.csv,2025-2026,Champions League,15.0,gameweek,matches,4936
data/2025-2026/By Tournament/Champions League/GW23/matches.csv,2025-2026,Champions League,23.0,gameweek,matches,5530
data/2025-2026/By Tournament/Champions League/GW24/matches.csv,2025-2026,Champions League,24.0,gameweek,matches,5564
data/2025-2026/By Tournament/Champions League/GW27/matches.csv,2025-2026,Champions League,27.0,gameweek,matches,2524
data/2025-2026/By Tournament/Champions League/GW28/matches.csv,2025-2026,Champions League,28.0,gameweek,matches,2522
data/2025-2026/By Tournament/Champions League/GW30/matches.csv,2025-2026,Champions League,30.0,gameweek,matches,5425
data/2025-2026/By Tournament/Champions League/GW31/matches.csv,2025-2026,Champions League,31.0,gameweek,matches,5365
data/2025-2026/By Tournament/Champions League/GW32/matches.csv,2025-2026,Champions League,32.0,gameweek,matches,3068
data/2025-2026/By Tournament/Champions League/GW33/matches.csv,2025-2026,Champions League,33.0,gameweek,matches,3080
data/2025-2026/By Tournament/Champions League/GW35/matches.csv,2025-2026,Champions League,35.0,gameweek,matches,2508
data/2025-2026/By Tournament/Champions League/GW36/matches.csv,2025-2026,Champions League,36.0,gameweek,matches,2541
data/2025-2026/By Tournament/Champions League/GW4/momentum.csv,2025-2026,Champions League,4.0,gameweek,momentum,26295
data/2025-2026/By Tournament/Champions League/GW6/momentum.csv,2025-2026,Champions League,6.0,gameweek,momentum,26185
data/2025-2026/By Tournament/Champions League/GW8/momentum.csv,2025-2026,Champions League,8.0,gameweek,momentum,25882
data/2025-2026/By Tournament/Champions League/GW10/momentum.csv,2025-2026,Champions League,10.0,gameweek,momentum,32519
data/2025-2026/By Tournament/Champions League/GW12/momentum.csv,2025-2026,Champions League,12.0,gameweek,momentum,32913
data/2025-2026/By Tournament/Champions League/GW15/momentum.csv,2025-2026,Champions League,15.0,gameweek,momentum,25743
data/2025-2026/By Tournament/Champions League/GW23/momentum.csv,2025-2026,Champions League,23.0,gameweek,momentum,31266
data/2025-2026/By Tournament/Champions League/GW24/momentum.csv,2025-2026,Champions League,24.0,gameweek,momentum,32709
data/2025-2026/By Tournament/Champions League/GW30/momentum.csv,2025-2026,Champions League,30.0,gameweek,momentum,15933
data/2025-2026/By Tournament/Champions League/GW36/momentum.csv,2025-2026,Champions League,36.0,gameweek,momentum,5218
data/2025-2026/By Tournament/Champions League/GW4/player_gameweek_stats.csv,2025-2026,Champions League,4.0,gameweek,player_gameweek_stats,188028
data/2025-2026/By Tournament/Champions League/GW6/player_gameweek_stats.csv,2025-2026,Champions League,6.0,gameweek,player_gameweek_stats,191567
data/2025-2026/By Tournament/Champions League/GW8/player_gameweek_stats.csv,2025-2026,Champions League,8.0,gameweek,player_gameweek_stats,192037
data/2025-2026/By Tournament/Champions League/GW10/player_gameweek_stats.csv,2025-2026,Champions League,10.0,gameweek,player_gameweek_stats,270659
data/2025-2026/By Tournament/Champions League/GW12/player_gameweek_stats.csv,2025-2026,Champions League,12.0,gameweek,player_gameweek_stats,300358
data/2025-2026/By Tournament/Champions League/GW15/player_gameweek_stats.csv,2025-2026,Champions League,15.0,gameweek,player_gameweek_stats,304718
data/2025-2026/By Tournament/Champions League/GW23/player_gameweek_stats.csv,2025-2026,Champions League,23.0,gameweek,player_gameweek_stats,323716
data/2025-2026/By Tournament/Champions League/GW24/player_gameweek_stats.csv,2025-2026,Champions League,24.0,gameweek,player_gameweek_stats,326767
data/2025-2026/By Tournament/Champions League/GW27/player_gameweek_stats.csv,2025-2026,Champions League,27.0,gameweek,player_gameweek_stats,328338
data/2025-2026/By Tournament/Champions League/GW28/player_gameweek_stats.csv,2025-2026,Champions League,28.0,gameweek,player_gameweek_stats,328955
data/2025-2026/By Tournament/Champions League/GW30/player_gameweek_stats.csv,2025-2026,Champions League,30.0,gameweek,player_gameweek_stats,328964
data/2025-2026/By Tournament/Champions League/GW31/player_gameweek_stats.csv,2025-2026,Champions League,31.0,gameweek,player_gameweek_stats,326967
data/2025-2026/By Tournament/Champions League/GW32/player_gameweek_stats.csv,2025-2026,Champions League,32.0,gameweek,player_gameweek_stats,332048
data/2025-2026/By Tournament/Champions League/GW33/player_gameweek_stats.csv,2025-2026,Champions League,33.0,gameweek,player_gameweek_stats,333137
data/2025-2026/By Tournament/Champions League/GW35/player_gameweek_stats.csv,2025-2026,Champions League,35.0,gameweek,player_gameweek_stats,333176
data/2025-2026/By Tournament/Champions League/GW36/player_gameweek_stats.csv,2025-2026,Champions League,36.0,gameweek,player_gameweek_stats,335831
data/2025-2026/By Tournament/Champions League/GW4/player_match_enrichment.csv,2025-2026,Champions League,4.0,gameweek,player_match_enrichment,5069
data/2025-2026/By Tournament/Champions League/GW6/player_match_enrichment.csv,2025-2026,Champions League,6.0,gameweek,player_match_enrichment,5029
data/2025-2026/By Tournament/Champions League/GW8/player_match_enrichment.csv,2025-2026,Champions League,8.0,gameweek,player_match_enrichment,5868
data/2025-2026/By Tournament/Champions League/GW10/player_match_enrichment.csv,2025-2026,Champions League,10.0,gameweek,player_match_enrichment,6949
data/2025-2026/By Tournament/Champions League/GW12/player_match_enrichment.csv,2025-2026,Champions League,12.0,gameweek,player_match_enrichment,7085
data/2025-2026/By Tournament/Champions League/GW15/player_match_enrichment.csv,2025-2026,Champions League,15.0,gameweek,player_match_enrichment,5065
data/2025-2026/By Tournament/Champions League/GW23/player_match_enrichment.csv,2025-2026,Champions League,23.0,gameweek,player_match_enrichment,5908
data/2025-2026/By Tournament/Champions League/GW24/player_match_enrichment.csv,2025-2026,Champions League,24.0,gameweek,player_match_enrichment,6463
data/2025-2026/By Tournament/Champions League/GW30/player_match_enrichment.csv,2025-2026,Champions League,30.0,gameweek,player_match_enrichment,3845
data/2025-2026/By Tournament/Champions League/GW36/player_match_enrichment.csv,2025-2026,Champions League,36.0,gameweek,player_match_enrichment,1096
data/2025-2026/By Tournament/Champions League/GW4/playermatchstats.csv,2025-2026,Champions League,4.0,gameweek,playermatchstats,18004
data/2025-2026/By Tournament/Champions League/GW6/playermatchstats.csv,2025-2026,Champions League,6.0,gameweek,playermatchstats,18461
data/2025-2026/By Tournament/Champions League/GW8/playermatchstats.csv,2025-2026,Champions League,8.0,gameweek,playermatchstats,18523
data/2025-2026/By Tournament/Champions League/GW10/playermatchstats.csv,2025-2026,Champions League,10.0,gameweek,playermatchstats,22953
data/2025-2026/By Tournament/Champions League/GW12/playermatchstats.csv,2025-2026,Champions League,12.0,gameweek,playermatchstats,23273
data/2025-2026/By Tournament/Champions League/GW15/playermatchstats.csv,2025-2026,Champions League,15.0,gameweek,playermatchstats,18501
data/2025-2026/By Tournament/Champions League/GW23/playermatchstats.csv,2025-2026,Champions League,23.0,gameweek,playermatchstats,20323
data/2025-2026/By Tournament/Champions League/GW24/playermatchstats.csv,2025-2026,Champions League,24.0,gameweek,playermatchstats,21405
data/2025-2026/By Tournament/Champions League/GW27/playermatchstats.csv,2025-2026,Champions League,27.0,gameweek,playermatchstats,4585
data/2025-2026/By Tournament/Champions League/GW28/playermatchstats.csv,2025-2026,Champions League,28.0,gameweek,playermatchstats,5318
data/2025-2026/By Tournament/Champions League/GW30/playermatchstats.csv,2025-2026,Champions League,30.0,gameweek,playermatchstats,24717
data/2025-2026/By Tournament/Champions League/GW31/playermatchstats.csv,2025-2026,Champions League,31.0,gameweek,playermatchstats,28103
data/2025-2026/By Tournament/Champions League/GW32/playermatchstats.csv,2025-2026,Champions League,32.0,gameweek,playermatchstats,9489
data/2025-2026/By Tournament/Champions League/GW33/playermatchstats.csv,2025-2026,Champions League,33.0,gameweek,playermatchstats,9974
data/2025-2026/By Tournament/Champions League/GW35/playermatchstats.csv,2025-2026,Champions League,35.0,gameweek,playermatchstats,5869
data/2025-2026/By Tournament/Champions League/GW36/playermatchstats.csv,2025-2026,Champions League,36.0,gameweek,playermatchstats,4670
data/2025-2026/By Tournament/Champions League/GW4/players.csv,2025-2026,Champions League,4.0,gameweek,players,39223
data/2025-2026/By Tournament/Champions League/GW6/players.csv,2025-2026,Champions League,6.0,gameweek,players,39223
data/2025-2026/By Tournament/Champions League/GW8/players.csv,2025-2026,Champions League,8.0,gameweek,players,39223
data/2025-2026/By Tournament/Champions League/GW10/players.csv,2025-2026,Champions League,10.0,gameweek,players,39223
data/2025-2026/By Tournament/Champions League/GW12/players.csv,2025-2026,Champions League,12.0,gameweek,players,39223
data/2025-2026/By Tournament/Champions League/GW15/players.csv,2025-2026,Champions League,15.0,gameweek,players,39223
data/2025-2026/By Tournament/Champions League/GW23/players.csv,2025-2026,Champions League,23.0,gameweek,players,39224
data/2025-2026/By Tournament/Champions League/GW24/players.csv,2025-2026,Champions League,24.0,gameweek,players,39223
data/2025-2026/By Tournament/Champions League/GW27/players.csv,2025-2026,Champions League,27.0,gameweek,players,39266
data/2025-2026/By Tournament/Champions League/GW28/players.csv,2025-2026,Champions League,28.0,gameweek,players,39309
data/2025-2026/By Tournament/Champions League/GW30/players.csv,2025-2026,Champions League,30.0,gameweek,players,39461
data/2025-2026/By Tournament/Champions League/GW31/players.csv,2025-2026,Champions League,31.0,gameweek,players,39606
data/2025-2026/By Tournament/Champions League/GW32/players.csv,2025-2026,Champions League,32.0,gameweek,players,39647
data/2025-2026/By Tournament/Champions League/GW33/players.csv,2025-2026,Champions League,33.0,gameweek,players,39780
data/2025-2026/By Tournament/Champions League/GW35/players.csv,2025-2026,Champions League,35.0,gameweek,players,39908
data/2025-2026/By Tournament/Champions League/GW36/players.csv,2025-2026,Champions League,36.0,gameweek,players,40203
data/2025-2026/By Tournament/Champions League/GW4/playerstats.csv,2025-2026,Champions League,4.0,gameweek,playerstats,174101
data/2025-2026/By Tournament/Champions League/GW6/playerstats.csv,2025-2026,Champions League,6.0,gameweek,playerstats,175685
data/2025-2026/By Tournament/Champions League/GW8/playerstats.csv,2025-2026,Champions League,8.0,gameweek,playerstats,176164
data/2025-2026/By Tournament/Champions League/GW10/playerstats.csv,2025-2026,Champions League,10.0,gameweek,playerstats,257270
data/2025-2026/By Tournament/Champions League/GW12/playerstats.csv,2025-2026,Champions League,12.0,gameweek,playerstats,257804
data/2025-2026/By Tournament/Champions League/GW15/playerstats.csv,2025-2026,Champions League,15.0,gameweek,playerstats,261090
data/2025-2026/By Tournament/Champions League/GW23/playerstats.csv,2025-2026,Champions League,23.0,gameweek,playerstats,280101
data/2025-2026/By Tournament/Champions League/GW24/playerstats.csv,2025-2026,Champions League,24.0,gameweek,playerstats,283799
data/2025-2026/By Tournament/Champions League/GW27/playerstats.csv,2025-2026,Champions League,27.0,gameweek,playerstats,285474
data/2025-2026/By Tournament/Champions League/GW28/playerstats.csv,2025-2026,Champions League,28.0,gameweek,playerstats,286006
data/2025-2026/By Tournament/Champions League/GW30/playerstats.csv,2025-2026,Champions League,30.0,gameweek,playerstats,286730
data/2025-2026/By Tournament/Champions League/GW31/playerstats.csv,2025-2026,Champions League,31.0,gameweek,playerstats,288467
data/2025-2026/By Tournament/Champions League/GW32/playerstats.csv,2025-2026,Champions League,32.0,gameweek,playerstats,288603
data/2025-2026/By Tournament/Champions League/GW33/playerstats.csv,2025-2026,Champions League,33.0,gameweek,playerstats,289508
data/2025-2026/By Tournament/Champions League/GW35/playerstats.csv,2025-2026,Champions League,35.0,gameweek,playerstats,290764
data/2025-2026/By Tournament/Champions League/GW36/playerstats.csv,2025-2026,Champions League,36.0,gameweek,playerstats,292693
data/2025-2026/By Tournament/Champions League/GW4/shots.csv,2025-2026,Champions League,4.0,gameweek,shots,16187
data/2025-2026/By Tournament/Champions League/GW6/shots.csv,2025-2026,Champions League,6.0,gameweek,shots,16760
data/2025-2026/By Tournament/Champions League/GW8/shots.csv,2025-2026,Champions League,8.0,gameweek,shots,16769
data/2025-2026/By Tournament/Champions League/GW10/shots.csv,2025-2026,Champions League,10.0,gameweek,shots,19986
data/2025-2026/By Tournament/Champions League/GW12/shots.csv,2025-2026,Champions League,12.0,gameweek,shots,22717
data/2025-2026/By Tournament/Champions League/GW15/shots.csv,2025-2026,Champions League,15.0,gameweek,shots,18818
data/2025-2026/By Tournament/Champions League/GW23/shots.csv,2025-2026,Champions League,23.0,gameweek,shots,19459
data/2025-2026/By Tournament/Champions League/GW24/shots.csv,2025-2026,Champions League,24.0,gameweek,shots,21638
data/2025-2026/By Tournament/Champions League/GW30/shots.csv,2025-2026,Champions League,30.0,gameweek,shots,10952
data/2025-2026/By Tournament/Champions League/GW36/shots.csv,2025-2026,Champions League,36.0,gameweek,shots,4074
data/2025-2026/By Tournament/Champions League/GW4/teams.csv,2025-2026,Champions League,4.0,gameweek,teams,1632
data/2025-2026/By Tournament/Champions League/GW6/teams.csv,2025-2026,Champions League,6.0,gameweek,teams,1632
data/2025-2026/By Tournament/Champions League/GW8/teams.csv,2025-2026,Champions League,8.0,gameweek,teams,1632
data/2025-2026/By Tournament/Champions League/GW10/teams.csv,2025-2026,Champions League,10.0,gameweek,teams,1632
data/2025-2026/By Tournament/Champions League/GW12/teams.csv,2025-2026,Champions League,12.0,gameweek,teams,1632
data/2025-2026/By Tournament/Champions League/GW15/teams.csv,2025-2026,Champions League,15.0,gameweek,teams,1632
data/2025-2026/By Tournament/Champions League/GW23/teams.csv,2025-2026,Champions League,23.0,gameweek,teams,1632
data/2025-2026/By Tournament/Champions League/GW24/teams.csv,2025-2026,Champions League,24.0,gameweek,teams,1632
data/2025-2026/By Tournament/Champions League/GW27/teams.csv,2025-2026,Champions League,27.0,gameweek,teams,1630
data/2025-2026/By Tournament/Champions League/GW28/teams.csv,2025-2026,Champions League,28.0,gameweek,teams,1630
data/2025-2026/By Tournament/Champions League/GW30/teams.csv,2025-2026,Champions League,30.0,gameweek,teams,1630
data/2025-2026/By Tournament/Champions League/GW31/teams.csv,2025-2026,Champions League,31.0,gameweek,teams,1630
data/2025-2026/By Tournament/Champions League/GW32/teams.csv,2025-2026,Champions League,32.0,gameweek,teams,1630
data/2025-2026/By Tournament/Champions League/GW33/teams.csv,2025-2026,Champions League,33.0,gameweek,teams,1628
data/2025-2026/By Tournament/Champions League/GW35/teams.csv,2025-2026,Champions League,35.0,gameweek,teams,1628
data/2025-2026/By Tournament/Champions League/GW36/teams.csv,2025-2026,Champions League,36.0,gameweek,teams,1628
data/2025-2026/By Tournament/Champions League/GW4/xg_by_minute.csv,2025-2026,Champions League,4.0,gameweek,xg_by_minute,6904
data/2025-2026/By Tournament/Champions League/GW6/xg_by_minute.csv,2025-2026,Champions League,6.0,gameweek,xg_by_minute,7084
data/2025-2026/By Tournament/Champions League/GW8/xg_by_minute.csv,2025-2026,Champions League,8.0,gameweek,xg_by_minute,7003
data/2025-2026/By Tournament/Champions League/GW10/xg_by_minute.csv,2025-2026,Champions League,10.0,gameweek,xg_by_minute,8858
data/2025-2026/By Tournament/Champions League/GW12/xg_by_minute.csv,2025-2026,Champions League,12.0,gameweek,xg_by_minute,9529
data/2025-2026/By Tournament/Champions League/GW15/xg_by_minute.csv,2025-2026,Champions League,15.0,gameweek,xg_by_minute,7726
data/2025-2026/By Tournament/Champions League/GW23/xg_by_minute.csv,2025-2026,Champions League,23.0,gameweek,xg_by_minute,7965
data/2025-2026/By Tournament/Champions League/GW24/xg_by_minute.csv,2025-2026,Champions League,24.0,gameweek,xg_by_minute,9177
data/2025-2026/By Tournament/Champions League/GW30/xg_by_minute.csv,2025-2026,Champions League,30.0,gameweek,xg_by_minute,3938
data/2025-2026/By Tournament/Champions League/GW36/xg_by_minute.csv,2025-2026,Champions League,36.0,gameweek,xg_by_minute,1692
data/2025-2026/By Tournament/Conference League/GW6/fixtures.csv,2025-2026,Conference League,6.0,gameweek,fixtures,2545
data/2025-2026/By Tournament/Conference League/GW8/fixtures.csv,2025-2026,Conference League,8.0,gameweek,fixtures,2540
data/2025-2026/By Tournament/Conference League/GW10/fixtures.csv,2025-2026,Conference League,10.0,gameweek,fixtures,2547
data/2025-2026/By Tournament/Conference League/GW12/fixtures.csv,2025-2026,Conference League,12.0,gameweek,fixtures,2551
data/2025-2026/By Tournament/Conference League/GW15/fixtures.csv,2025-2026,Conference League,15.0,gameweek,fixtures,2550
data/2025-2026/By Tournament/Conference League/GW16/fixtures.csv,2025-2026,Conference League,16.0,gameweek,fixtures,2540
data/2025-2026/By Tournament/Conference League/GW27/fixtures.csv,2025-2026,Conference League,27.0,gameweek,fixtures,2534
data/2025-2026/By Tournament/Conference League/GW28/fixtures.csv,2025-2026,Conference League,28.0,gameweek,fixtures,2536
data/2025-2026/By Tournament/Conference League/GW30/fixtures.csv,2025-2026,Conference League,30.0,gameweek,fixtures,2541
data/2025-2026/By Tournament/Conference League/GW31/fixtures.csv,2025-2026,Conference League,31.0,gameweek,fixtures,2535
data/2025-2026/By Tournament/Conference League/GW32/fixtures.csv,2025-2026,Conference League,32.0,gameweek,fixtures,2525
data/2025-2026/By Tournament/Conference League/GW33/fixtures.csv,2025-2026,Conference League,33.0,gameweek,fixtures,2528
data/2025-2026/By Tournament/Conference League/GW35/fixtures.csv,2025-2026,Conference League,35.0,gameweek,fixtures,2538
data/2025-2026/By Tournament/Conference League/GW36/fixtures.csv,2025-2026,Conference League,36.0,gameweek,fixtures,2539
data/2025-2026/By Tournament/Conference League/GW6/matches.csv,2025-2026,Conference League,6.0,gameweek,matches,2545
data/2025-2026/By Tournament/Conference League/GW8/matches.csv,2025-2026,Conference League,8.0,gameweek,matches,2540
data/2025-2026/By Tournament/Conference League/GW10/matches.csv,2025-2026,Conference League,10.0,gameweek,matches,2547
data/2025-2026/By Tournament/Conference League/GW12/matches.csv,2025-2026,Conference League,12.0,gameweek,matches,2551
data/2025-2026/By Tournament/Conference League/GW15/matches.csv,2025-2026,Conference League,15.0,gameweek,matches,2550
data/2025-2026/By Tournament/Conference League/GW16/matches.csv,2025-2026,Conference League,16.0,gameweek,matches,2540
data/2025-2026/By Tournament/Conference League/GW27/matches.csv,2025-2026,Conference League,27.0,gameweek,matches,2534
data/2025-2026/By Tournament/Conference League/GW28/matches.csv,2025-2026,Conference League,28.0,gameweek,matches,2536
data/2025-2026/By Tournament/Conference League/GW30/matches.csv,2025-2026,Conference League,30.0,gameweek,matches,2541
data/2025-2026/By Tournament/Conference League/GW31/matches.csv,2025-2026,Conference League,31.0,gameweek,matches,2535
data/2025-2026/By Tournament/Conference League/GW32/matches.csv,2025-2026,Conference League,32.0,gameweek,matches,2525
data/2025-2026/By Tournament/Conference League/GW33/matches.csv,2025-2026,Conference League,33.0,gameweek,matches,2528
data/2025-2026/By Tournament/Conference League/GW35/matches.csv,2025-2026,Conference League,35.0,gameweek,matches,2538
data/2025-2026/By Tournament/Conference League/GW36/matches.csv,2025-2026,Conference League,36.0,gameweek,matches,2539
data/2025-2026/By Tournament/Conference League/GW6/player_gameweek_stats.csv,2025-2026,Conference League,6.0,gameweek,player_gameweek_stats,191567
data/2025-2026/By Tournament/Conference League/GW8/player_gameweek_stats.csv,2025-2026,Conference League,8.0,gameweek,player_gameweek_stats,192037
data/2025-2026/By Tournament/Conference League/GW10/player_gameweek_stats.csv,2025-2026,Conference League,10.0,gameweek,player_gameweek_stats,270659
data/2025-2026/By Tournament/Conference League/GW12/player_gameweek_stats.csv,2025-2026,Conference League,12.0,gameweek,player_gameweek_stats,300358
data/2025-2026/By Tournament/Conference League/GW15/player_gameweek_stats.csv,2025-2026,Conference League,15.0,gameweek,player_gameweek_stats,304718
data/2025-2026/By Tournament/Conference League/GW16/player_gameweek_stats.csv,2025-2026,Conference League,16.0,gameweek,player_gameweek_stats,307431
data/2025-2026/By Tournament/Conference League/GW27/player_gameweek_stats.csv,2025-2026,Conference League,27.0,gameweek,player_gameweek_stats,328338
data/2025-2026/By Tournament/Conference League/GW28/player_gameweek_stats.csv,2025-2026,Conference League,28.0,gameweek,player_gameweek_stats,328955
data/2025-2026/By Tournament/Conference League/GW30/player_gameweek_stats.csv,2025-2026,Conference League,30.0,gameweek,player_gameweek_stats,328964
data/2025-2026/By Tournament/Conference League/GW31/player_gameweek_stats.csv,2025-2026,Conference League,31.0,gameweek,player_gameweek_stats,326967
data/2025-2026/By Tournament/Conference League/GW32/player_gameweek_stats.csv,2025-2026,Conference League,32.0,gameweek,player_gameweek_stats,332048
data/2025-2026/By Tournament/Conference League/GW33/player_gameweek_stats.csv,2025-2026,Conference League,33.0,gameweek,player_gameweek_stats,333137
data/2025-2026/By Tournament/Conference League/GW35/player_gameweek_stats.csv,2025-2026,Conference League,35.0,gameweek,player_gameweek_stats,333176
data/2025-2026/By Tournament/Conference League/GW36/player_gameweek_stats.csv,2025-2026,Conference League,36.0,gameweek,player_gameweek_stats,335831
data/2025-2026/By Tournament/Conference League/GW6/playermatchstats.csv,2025-2026,Conference League,6.0,gameweek,playermatchstats,4546
data/2025-2026/By Tournament/Conference League/GW8/playermatchstats.csv,2025-2026,Conference League,8.0,gameweek,playermatchstats,4544
data/2025-2026/By Tournament/Conference League/GW10/playermatchstats.csv,2025-2026,Conference League,10.0,gameweek,playermatchstats,4527
